RTO,OBV Fair Value,OBV good value,OBV verygood value,OBV Excellent Value,Health Score,URL
MH 12,"₹4,25,701 - ₹4,52,032
 Price range for this vehicle in Fair condition","₹4,36,616 - ₹4,63,623
 Price range for this vehicle in Good condition","₹4,47,531 - ₹4,75,213
 Price range for this vehicle in Very Good condition","₹4,58,446 - ₹4,86,804
 Price range for this vehicle in Excellent condition","3.2



Health Score",https://droom.in/product/maruti-suzuki-ciaz-vdi-shvs-2015-614ea4701705fef7058b4568
MH 12,"₹5,04,187 - ₹5,35,375
 Price range for this vehicle in Fair condition","₹5,17,115 - ₹5,49,101
 Price range for this vehicle in Good condition","₹5,30,043 - ₹5,62,829
 Price range for this vehicle in Very Good condition","₹5,42,971 - ₹5,76,556
 Price range for this vehicle in Excellent condition","3.2



Health Score",https://droom.in/product/mahindra-tuv300-t8-2016-614ea2f2841dc800068b45d5
MH 12,"₹3,72,054 - ₹3,95,068
 Price range for this vehicle in Fair condition","₹3,81,593 - ₹4,05,197
 Price range for this vehicle in Good condition","₹3,91,133 - ₹4,15,327
 Price range for this vehicle in Very Good condition","₹4,00,673 - ₹4,25,457
 Price range for this vehicle in Excellent condition","3.6



Health Score",https://droom.in/product/maruti-suzuki-swift-vdi-bs-iv-2014-614ea09d841dc804068b45c0
MH 12,"₹1,25,031 - ₹1,32,765
 Price range for this vehicle in Fair condition","₹1,28,237 - ₹1,36,169
 Price range for this vehicle in Good condition","₹1,31,443 - ₹1,39,573
 Price range for this vehicle in Very Good condition","₹1,34,649 - ₹1,42,978
 Price range for this vehicle in Excellent condition","4



Health Score",https://droom.in/product/maruti-suzuki-omni-8-seater-bs-iv-2009-614e9f40d313534d068b45ca
MH 14,"₹2,84,516 - ₹3,02,114
 Price range for this vehicle in Fair condition","₹2,91,811 - ₹3,09,861
 Price range for this vehicle in Good condition","₹2,99,106 - ₹3,17,607
 Price range for this vehicle in Very Good condition","₹3,06,401 - ₹3,25,354
 Price range for this vehicle in Excellent condition","3.4



Health Score",https://droom.in/product/maruti-suzuki-swift-vdi-bs-iv-2013-614c6a1ba48d4563068b45de
MH 12,"₹16,77,370 - ₹17,81,125
 Price range for this vehicle in Fair condition","₹17,20,380 - ₹18,26,795
 Price range for this vehicle in Good condition","₹17,63,389 - ₹18,72,465
 Price range for this vehicle in Very Good condition","₹18,06,399 - ₹19,18,134
 Price range for this vehicle in Excellent condition","3.6



Health Score",https://droom.in/product/toyota-innova-crysta-28-gx-at-8-str-2019-6152b30ba6647d47078b45f4
MH 12,"₹2,54,748 - ₹2,70,507
 Price range for this vehicle in Fair condition","₹2,61,281 - ₹2,77,442
 Price range for this vehicle in Good condition","₹2,67,813 - ₹2,84,378
 Price range for this vehicle in Very Good condition","₹2,74,345 - ₹2,91,314
 Price range for this vehicle in Excellent condition","4



Health Score",https://droom.in/product/maruti-suzuki-swift-vxi-12-abs-bs-iv-2011-61431adef73140fa068b4653
MH 12,"₹2,54,510 - ₹2,70,253
 Price range for this vehicle in Fair condition","₹2,61,036 - ₹2,77,182
 Price range for this vehicle in Good condition","₹2,67,562 - ₹2,84,113
 Price range for this vehicle in Very Good condition","₹2,74,088 - ₹2,91,042
 Price range for this vehicle in Excellent condition","4



Health Score",https://droom.in/product/maruti-suzuki-swift-vxi-2010-6142e877f73140641f8b458c
MH 12,"₹6,37,937 - ₹6,77,397
 Price range for this vehicle in Fair condition","₹6,54,294 - ₹6,94,766
 Price range for this vehicle in Good condition","₹6,70,652 - ₹7,12,136
 Price range for this vehicle in Very Good condition","₹6,87,009 - ₹7,29,504
 Price range for this vehicle in Excellent condition","3.6



Health Score",https://droom.in/product/maruti-suzuki-ertiga-vdi-shvs-2017-6142e58212448e34068b4635
MH 12,"₹3,40,969 - ₹3,62,060
 Price range for this vehicle in Fair condition","₹3,49,712 - ₹3,71,344
 Price range for this vehicle in Good condition","₹3,58,455 - ₹3,80,628
 Price range for this vehicle in Very Good condition","₹3,67,198 - ₹3,89,911
 Price range for this vehicle in Excellent condition","4



Health Score",https://droom.in/product/maruti-suzuki-wagon-r-vxi-amt-2017-6142e31f28eff4b5588b4582
MH 02,"₹2,26,571 - ₹2,40,586
 Price range for this vehicle in Fair condition","₹2,32,381 - ₹2,46,755
 Price range for this vehicle in Good condition","₹2,38,190 - ₹2,52,923
 Price range for this vehicle in Very Good condition","₹2,44,000 - ₹2,59,092
 Price range for this vehicle in Excellent condition","4



Health Score",https://droom.in/product/hyundai-i10-magna-12-2011-616ec0ee2bfe086f2b8b47b6
MH 14,"₹10,54,899 - ₹11,20,151
 Price range for this vehicle in Fair condition","₹10,81,948 - ₹11,48,873
 Price range for this vehicle in Good condition","₹11,08,997 - ₹11,77,595
 Price range for this vehicle in Very Good condition","₹11,36,046 - ₹12,06,316
 Price range for this vehicle in Excellent condition","3.4



Health Score",https://droom.in/product/toyota-fortuner-30-4x4-mt-2013-617014883bbcfcf7048b4801
MH 14,"₹3,29,483 - ₹3,49,863
 Price range for this vehicle in Fair condition","₹3,37,932 - ₹3,58,835
 Price range for this vehicle in Good condition","₹3,46,380 - ₹3,67,805
 Price range for this vehicle in Very Good condition","₹3,54,828 - ₹3,76,776
 Price range for this vehicle in Excellent condition","3.6



Health Score",https://droom.in/product/maruti-suzuki-ertiga-lxi-cng-2013-60fbd6be83e5ebfb058b45ee
MH 14,"₹2,46,288 - ₹2,61,522
 Price range for this vehicle in Fair condition","₹2,52,603 - ₹2,68,228
 Price range for this vehicle in Good condition","₹2,58,918 - ₹2,74,934
 Price range for this vehicle in Very Good condition","₹2,65,233 - ₹2,81,639
 Price range for this vehicle in Excellent condition","3.6



Health Score",https://droom.in/product/renault-kwid-10-rxt-2017-6142d8b8d4265306068b45e5
MH 12,"₹1,48,599 - ₹1,57,791
 Price range for this vehicle in Fair condition","₹1,52,410 - ₹1,61,837
 Price range for this vehicle in Good condition","₹1,56,220 - ₹1,65,883
 Price range for this vehicle in Very Good condition","₹1,60,030 - ₹1,69,929
 Price range for this vehicle in Excellent condition","4



Health Score",https://droom.in/product/maruti-suzuki-zen-estilo-lxi-2010-6142d47940167eed048b45ce
MH 12,"₹2,94,382 - ₹3,12,591
 Price range for this vehicle in Fair condition","₹3,01,930 - ₹3,20,606
 Price range for this vehicle in Good condition","₹3,09,478 - ₹3,28,621
 Price range for this vehicle in Very Good condition","₹3,17,026 - ₹3,36,636
 Price range for this vehicle in Excellent condition","3.8



Health Score",https://droom.in/product/maruti-suzuki-celerio-vxi-at-2015-6142d3eed426530d068b45d4
MH 12,"₹5,37,109 - ₹5,70,332
 Price range for this vehicle in Fair condition","₹5,50,881 - ₹5,84,956
 Price range for this vehicle in Good condition","₹5,64,653 - ₹5,99,580
 Price range for this vehicle in Very Good condition","₹5,78,425 - ₹6,14,204
 Price range for this vehicle in Excellent condition","3.6



Health Score",https://droom.in/product/maruti-suzuki-ciaz-zxi-2016-61422d04f5565a0d068b45b8
MH 14,"₹4,27,358 - ₹4,53,793
 Price range for this vehicle in Fair condition","₹4,38,316 - ₹4,65,428
 Price range for this vehicle in Good condition","₹4,49,274 - ₹4,77,064
 Price range for this vehicle in Very Good condition","₹4,60,232 - ₹4,88,700
 Price range for this vehicle in Excellent condition","3.6



Health Score",https://droom.in/product/maruti-suzuki-ertiga-vxi-cng-2014-61433afa7af0e50b058b473c
MH 14,"₹3,49,741 - ₹3,71,375
 Price range for this vehicle in Fair condition","₹3,58,709 - ₹3,80,897
 Price range for this vehicle in Good condition","₹3,67,677 - ₹3,90,420
 Price range for this vehicle in Very Good condition","₹3,76,645 - ₹3,99,942
 Price range for this vehicle in Excellent condition","3.8



Health Score",https://droom.in/product/maruti-suzuki-swift-dzire-vxi-2014-6143360728eff4460c8b46f7
MH 12,"₹6,06,460 - ₹6,43,973
 Price range for this vehicle in Fair condition","₹6,22,010 - ₹6,60,485
 Price range for this vehicle in Good condition","₹6,37,561 - ₹6,76,997
 Price range for this vehicle in Very Good condition","₹6,53,111 - ₹6,93,510
 Price range for this vehicle in Excellent condition","3.6



Health Score",https://droom.in/product/honda-jazz-v-cvt-i-vtec-2018-5f5c7cb5a56d4bf80707bd8e
MH 01,"₹1,61,806 - ₹1,71,814
 Price range for this vehicle in Fair condition","₹1,65,955 - ₹1,76,220
 Price range for this vehicle in Good condition","₹1,70,103 - ₹1,80,625
 Price range for this vehicle in Very Good condition","₹1,74,252 - ₹1,85,030
 Price range for this vehicle in Excellent condition","7.5



Health Score",https://droom.in/product/skoda-fabia-ambiente-12-mpi-2010-5eeaf727aa8a5d9909d3edb9
MH 12,"₹3,40,434 - ₹3,61,491
 Price range for this vehicle in Fair condition","₹3,49,162 - ₹3,70,760
 Price range for this vehicle in Good condition","₹3,57,892 - ₹3,80,029
 Price range for this vehicle in Very Good condition","₹3,66,621 - ₹3,89,298
 Price range for this vehicle in Excellent condition","5.6



Health Score",https://droom.in/product/maruti-suzuki-eeco-5-str-cng-with-htr-2019-61207613b6261fba108b4595
MH 12,"₹1,68,491 - ₹1,78,913
 Price range for this vehicle in Fair condition","₹1,72,811 - ₹1,83,500
 Price range for this vehicle in Good condition","₹1,77,132 - ₹1,88,089
 Price range for this vehicle in Very Good condition","₹1,81,452 - ₹1,92,675
 Price range for this vehicle in Excellent condition","5.6



Health Score",https://droom.in/product/tata-winger-platinum-2008-612cdeb5057d191b068b4594238
MH 03,"₹2,32,180 - ₹2,46,542
 Price range for this vehicle in Fair condition","₹2,38,133 - ₹2,52,863
 Price range for this vehicle in Good condition","₹2,44,087 - ₹2,59,185
 Price range for this vehicle in Very Good condition","₹2,50,040 - ₹2,65,506
 Price range for this vehicle in Excellent condition","4



Health Score",https://droom.in/product/maruti-suzuki-wagon-r-lxi-cng-2013-614438e1f383d0f5058b467f
MH 12,"₹3,56,649 - ₹3,78,710
 Price range for this vehicle in Fair condition","₹3,65,795 - ₹3,88,421
 Price range for this vehicle in Good condition","₹3,74,939 - ₹3,98,132
 Price range for this vehicle in Very Good condition","₹3,84,084 - ₹4,07,842
 Price range for this vehicle in Excellent condition","4



Health Score",https://droom.in/product/maruti-suzuki-celerio-zxi-amt-o-2016-6139c355c9d65812068b45e4
MH 14,"₹11,09,679 - ₹11,78,319
 Price range for this vehicle in Fair condition","₹11,38,133 - ₹12,08,533
 Price range for this vehicle in Good condition","₹11,66,586 - ₹12,38,746
 Price range for this vehicle in Very Good condition","₹11,95,039 - ₹12,68,959
 Price range for this vehicle in Excellent condition","3.6



Health Score",https://droom.in/product/toyota-innova-crysta-28-gx-at-7-str-2016-6040b26724865df30896e38d
MH 02,"4.4



Health Score",https://droom.in/product/volkswagen-polo-12-mpi-anniversary-edition-2017-61422ba950c807de108b4590511
MH 12,"₹3,71,677 - ₹3,94,667
 Price range for this vehicle in Fair condition","₹3,81,207 - ₹4,04,787
 Price range for this vehicle in Good condition","₹3,90,737 - ₹4,14,906
 Price range for this vehicle in Very Good condition","₹4,00,267 - ₹4,25,026
 Price range for this vehicle in Excellent condition","4



Health Score",https://droom.in/product/hyundai-grand-i10-asta-12-kappa-vtvt-2015-6139bdbcc3c5e6be268b45f2
MH 12,"₹4,27,050 - ₹4,53,466
 Price range for this vehicle in Fair condition","₹4,38,001 - ₹4,65,094
 Price range for this vehicle in Good condition","₹4,48,951 - ₹4,76,721
 Price range for this vehicle in Very Good condition","₹4,59,900 - ₹4,88,348
 Price range for this vehicle in Excellent condition","5.6



Health Score",https://droom.in/product/renault-duster-85-ps-rxl-2014-612cc33a359e4381178b47cd268
MH 12,"₹8,19,141 - ₹8,69,809
 Price range for this vehicle in Fair condition","₹8,40,145 - ₹8,92,113
 Price range for this vehicle in Good condition","₹8,61,148 - ₹9,14,415
 Price range for this vehicle in Very Good condition","₹8,82,152 - ₹9,36,717
 Price range for this vehicle in Excellent condition","3.6



Health Score",https://droom.in/product/toyota-fortuner-30-4x2-mt-2010-617fb44d96b2f305068b458f
MH 12,"₹2,67,760 - ₹2,84,322
 Price range for this vehicle in Fair condition","₹2,74,625 - ₹2,91,613
 Price range for this vehicle in Good condition","₹2,81,491 - ₹2,98,903
 Price range for this vehicle in Very Good condition","₹2,88,356 - ₹3,06,193
 Price range for this vehicle in Excellent condition","4



Health Score",https://droom.in/product/hyundai-i10-sportz-12-kappa2-2012-612880913d93341b068b4587
MH 04,"₹5,18,911 - ₹5,51,008
 Price range for this vehicle in Fair condition","₹5,32,216 - ₹5,65,137
 Price range for this vehicle in Good condition","₹5,45,521 - ₹5,79,265
 Price range for this vehicle in Very Good condition","₹5,58,827 - ₹5,93,393
 Price range for this vehicle in Excellent condition","4



Health Score",https://droom.in/product/ford-ecosport-titanium-15l-tdci-2015-61850d297b9cf7d3088b45d3
MH 11,"₹1,52,182 - ₹1,61,594
 Price range for this vehicle in Fair condition","₹1,56,083 - ₹1,65,738
 Price range for this vehicle in Good condition","₹1,59,985 - ₹1,69,881
 Price range for this vehicle in Very Good condition","₹1,63,888 - ₹1,74,025
 Price range for this vehicle in Excellent condition","4



Health Score",https://droom.in/product/hyundai-santro-xing-gl-plus-2011-61850a987b9cf7ab068b45b5
MH 12,"₹1,82,187 - ₹1,93,456
 Price range for this vehicle in Fair condition","₹1,86,859 - ₹1,98,417
 Price range for this vehicle in Good condition","₹1,91,530 - ₹2,03,378
 Price range for this vehicle in Very Good condition","₹1,96,202 - ₹2,08,338
 Price range for this vehicle in Excellent condition","4



Health Score",https://droom.in/product/maruti-suzuki-omni-8-seater-bs-iv-2016-61850a8e7b9cf7ef048b45c9
MH 14,"₹4,92,712 - ₹5,23,189
 Price range for this vehicle in Fair condition","₹5,05,346 - ₹5,36,605
 Price range for this vehicle in Good condition","₹5,17,980 - ₹5,50,020
 Price range for this vehicle in Very Good condition","₹5,30,613 - ₹5,63,435
 Price range for this vehicle in Excellent condition","4



Health Score",https://droom.in/product/hyundai-santro-sportz-amt-2019-61850a74e9ba0b14068b470e
MH 05,"₹4,29,737 - ₹4,56,318
 Price range for this vehicle in Fair condition","₹4,40,756 - ₹4,68,019
 Price range for this vehicle in Good condition","₹4,51,774 - ₹4,79,720
 Price range for this vehicle in Very Good condition","₹4,62,793 - ₹4,91,420
 Price range for this vehicle in Excellent condition","3.8



Health Score",https://droom.in/product/maruti-suzuki-ertiga-vdi-2013-61850a42e9ba0b981e8b458a
MH 12,"₹2,57,360 - ₹2,73,279
 Price range for this vehicle in Fair condition","₹2,63,959 - ₹2,80,286
 Price range for this vehicle in Good condition","₹2,70,557 - ₹2,87,293
 Price range for this vehicle in Very Good condition","₹2,77,156 - ₹2,94,300
 Price range for this vehicle in Excellent condition","3.8



Health Score",https://droom.in/product/maruti-suzuki-alto-800-lxi-cng-2017-618506d07b9cf75d0b8b4597
MH 12,"₹4,09,347 - ₹4,34,668
 Price range for this vehicle in Fair condition","₹4,19,843 - ₹4,45,813
 Price range for this vehicle in Good condition","₹4,30,340 - ₹4,56,958
 Price range for this vehicle in Very Good condition","₹4,40,836 - ₹4,68,104
 Price range for this vehicle in Excellent condition","3.8



Health Score",https://droom.in/product/hyundai-verna-16-crdi-ex-2013-618506b7d6969cde218b467c
MH 07,"₹8,92,233 - ₹9,47,423
 Price range for this vehicle in Fair condition","₹9,15,111 - ₹9,71,716
 Price range for this vehicle in Good condition","₹9,37,989 - ₹9,96,008
 Price range for this vehicle in Very Good condition","₹9,60,866 - ₹10,20,301
 Price range for this vehicle in Excellent condition","3.2



Health Score",https://droom.in/product/toyota-innova-crysta-24-g-7-str-2018-61850675d6969cec228b4662
MH 12,"₹14,37,644 - ₹15,26,571
 Price range for this vehicle in Fair condition","₹14,74,508 - ₹15,65,715
 Price range for this vehicle in Good condition","₹15,11,370 - ₹16,04,857
 Price range for this vehicle in Very Good condition","₹15,48,233 - ₹16,44,000
 Price range for this vehicle in Excellent condition","4



Health Score",https://droom.in/product/toyota-innova-crysta-24-vx-7-str-2017-618504f07e862ff9058b46a9
MH 12,"₹3,95,311 - ₹4,19,763
 Price range for this vehicle in Fair condition","₹4,05,447 - ₹4,30,526
 Price range for this vehicle in Good condition","₹4,15,583 - ₹4,41,290
 Price range for this vehicle in Very Good condition","₹4,25,720 - ₹4,52,053
 Price range for this vehicle in Excellent condition","3.8



Health Score",https://droom.in/product/hyundai-i20-sportz-12-2015-618503c5c9d658f9048b46db
MH 12,"₹12,01,283 - ₹12,75,589
 Price range for this vehicle in Fair condition","₹12,32,085 - ₹13,08,296
 Price range for this vehicle in Good condition","₹12,62,887 - ₹13,41,004
 Price range for this vehicle in Very Good condition","₹12,93,689 - ₹13,73,711
 Price range for this vehicle in Excellent condition","3.2



Health Score",https://droom.in/product/kia-seltos-htx-cvt-15-petrol-2019-618501d77e862ffe058b46be
MH 43,"₹4,42,708 - ₹4,70,092
 Price range for this vehicle in Fair condition","₹4,54,060 - ₹4,82,146
 Price range for this vehicle in Good condition","₹4,65,411 - ₹4,94,200
 Price range for this vehicle in Very Good condition","₹4,76,763 - ₹5,06,253
 Price range for this vehicle in Excellent condition","3.6



Health Score",https://droom.in/product/skoda-rapid-15-tdi-cr-elegance-plus-2015-6184fff77b9cf75c0b8b458e
MH 12,"₹5,91,126 - ₹6,27,690
 Price range for this vehicle in Fair condition","₹6,06,282 - ₹6,43,784
 Price range for this vehicle in Good condition","₹6,21,440 - ₹6,59,879
 Price range for this vehicle in Very Good condition","₹6,36,596 - ₹6,75,974
 Price range for this vehicle in Excellent condition","4



Health Score",https://droom.in/product/honda-wr-v-vx-petrol-2017-6184fed87b9cf7790b8b459b
MH 14,"₹6,64,445 - ₹7,05,545
 Price range for this vehicle in Fair condition","₹6,81,482 - ₹7,23,636
 Price range for this vehicle in Good condition","₹6,98,519 - ₹7,41,726
 Price range for this vehicle in Very Good condition","₹7,15,556 - ₹7,59,817
 Price range for this vehicle in Excellent condition","5.2



Health Score",https://droom.in/product/mahindra-scorpio-s4-plus-2016-61874e47bdba1837098b48dd224
MH 12,"₹8,72,356 - ₹9,26,317
 Price range for this vehicle in Fair condition","₹8,94,725 - ₹9,50,069
 Price range for this vehicle in Good condition","₹9,17,093 - ₹9,73,820
 Price range for this vehicle in Very Good condition","₹9,39,461 - ₹9,97,572
 Price range for this vehicle in Excellent condition","6.9



Health Score",https://droom.in/product/honda-city-zx-cvt-i-vtec-2017-5efc5d83b380ad07078b456a
MH 14,"₹1,45,401 - ₹1,54,395
 Price range for this vehicle in Fair condition","₹1,49,130 - ₹1,58,355
 Price range for this vehicle in Good condition","₹1,52,858 - ₹1,62,314
 Price range for this vehicle in Very Good condition","₹1,56,586 - ₹1,66,272
 Price range for this vehicle in Excellent condition","3.8



Health Score",https://droom.in/product/mahindra-renault-logan-dls-15-dci-2008-60e8377e2ad3e21b068b46f8
MH 12,"₹2,77,057 - ₹2,94,196
 Price range for this vehicle in Fair condition","₹2,84,162 - ₹3,01,739
 Price range for this vehicle in Good condition","₹2,91,266 - ₹3,09,283
 Price range for this vehicle in Very Good condition","₹2,98,370 - ₹3,16,826
 Price range for this vehicle in Excellent condition","4



Health Score",https://droom.in/product/hyundai-i20-sportz-12-2011-61276d520dd9f8f2048b45c7
MH 14,"₹7,80,293 - ₹8,28,558
 Price range for this vehicle in Fair condition","₹8,00,300 - ₹8,49,803
 Price range for this vehicle in Good condition","₹8,20,308 - ₹8,71,048
 Price range for this vehicle in Very Good condition","₹8,40,315 - ₹8,92,293
 Price range for this vehicle in Excellent condition","3.4



Health Score",https://droom.in/product/hyundai-creta-14-s-diesel-2016-6139c982f8dd5123228b45dd
MH 12,"₹7,01,707 - ₹7,45,111
 Price range for this vehicle in Fair condition","₹7,19,699 - ₹7,64,216
 Price range for this vehicle in Good condition","₹7,37,692 - ₹7,83,322
 Price range for this vehicle in Very Good condition","₹7,55,684 - ₹8,02,427
 Price range for this vehicle in Excellent condition","8.2



Health Score",https://droom.in/product/maruti-suzuki-ciaz-alpha-14-at-2017-5ba5db5389865d870d009ff5
MH 04,"₹2,99,241 - ₹3,17,750
 Price range for this vehicle in Fair condition","₹3,06,914 - ₹3,25,898
 Price range for this vehicle in Good condition","₹3,14,586 - ₹3,34,045
 Price range for this vehicle in Very Good condition","₹3,22,259 - ₹3,42,193
 Price range for this vehicle in Excellent condition","8.5



Health Score",https://droom.in/product/hyundai-sonata-embera-24-mt-2007-5b99420613f4acb30bf43aed
MH 01,"₹3,97,416 - ₹4,21,998
 Price range for this vehicle in Fair condition","₹4,07,606 - ₹4,32,818
 Price range for this vehicle in Good condition","₹4,17,796 - ₹4,43,639
 Price range for this vehicle in Very Good condition","₹4,27,986 - ₹4,54,460
 Price range for this vehicle in Excellent condition","8.5



Health Score",https://droom.in/product/chevrolet-cruze-20-ltz-mt-2011-5b6f1324a7865dac2ac0ed2f
